adjudication_id,card_id,draw_kind,section_id,frame,subject_kind,subject_id,position_source,target_weight,bbox_x1,bbox_y1,bbox_x2,bbox_y2,verdict,certainty,verdict_source,note,overlay_opened_utc,adjudicated_utc
1080p30_24#1080p30_24_d04,1080p30_24,1080p30,,,COMPARATOR_BOX,1080p30_24_d04,,,919.500,159.000,1087.500,378.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,red player running,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_24#1080p30_24_d05,1080p30_24,1080p30,,,COMPARATOR_BOX,1080p30_24_d05,,,625.500,100.312,739.500,192.188,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated person at the table,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_24#1080p30_24_d06,1080p30_24,1080p30,,,COMPARATOR_BOX,1080p30_24_d06,,,485.250,121.500,549.750,196.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated person at the table,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_24#1080p30_24_d07,1080p30_24,1080p30,,,COMPARATOR_BOX,1080p30_24_d07,,,371.625,123.469,459.375,201.375,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated person at the table,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_24#1080p30_24_d08,1080p30_24,1080p30,,,COMPARATOR_BOX,1080p30_24_d08,,,302.250,123.750,381.375,203.625,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated person at the table,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_24#1080p30_24_d09,1080p30_24,1080p30,,,COMPARATOR_BOX,1080p30_24_d09,,,1286.250,108.750,1352.250,240.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person standing at the back,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_24#1080p30_24_d10,1080p30_24,1080p30,,,COMPARATOR_BOX,1080p30_24_d10,,,1674.000,18.000,1740.000,158.812,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in red at the back,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_25#1080p30_25_r00,1080p30_25,1080p30,3eeaJz1PJTM_s3813,3098,PRODUCER_ROW,1080p30_25_r00,CLAMP,0,334.0342,463.0301,512.70416,814.9417,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,white and yellow player at the left; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_25#1080p30_25_r01,1080p30_25,1080p30,3eeaJz1PJTM_s3813,3098,PRODUCER_ROW,1080p30_25_r01,CLAMP,0,296.1355,162.69113,431.34137,409.24997,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,official in dark near the left baseline; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_25#1080p30_25_r02,1080p30_25,1080p30,3eeaJz1PJTM_s3813,3098,PRODUCER_ROW,1080p30_25_r02,CLAMP,0,691.1965,371.77518,901.1965,645.06934,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,yellow and black player; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_25#1080p30_25_r03,1080p30_25,1080p30,3eeaJz1PJTM_s3813,3098,PRODUCER_ROW,1080p30_25_r03,CLAMP,0,920.5842,419.651,1109.9442,722.61096,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,red player at mid court; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_25#1080p30_25_r04,1080p30_25,1080p30,3eeaJz1PJTM_s3813,3098,PRODUCER_ROW,1080p30_25_r04,CLAMP,0,1271.0,403.0,1427.0,708.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,yellow player at the right; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_25#1080p30_25_r05,1080p30_25,1080p30,3eeaJz1PJTM_s3813,3098,PRODUCER_ROW,1080p30_25_r05,CLAMP,0,759.0,421.0,930.0,718.0,NO_PERSON,CERTAIN,OVERLAY_ADJUDICATION,bare floor over the centre logo; only the far border of the box grazes a player,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_25#1080p30_25_r06,1080p30_25,1080p30,3eeaJz1PJTM_s3813,3098,PRODUCER_ROW,1080p30_25_r06,CLAMP,0,297.2375,161.68567,425.86566,404.38452,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,"same official as r01, near-duplicate box",2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_25#1080p30_25_d00,1080p30_25,1080p30,,,COMPARATOR_BOX,1080p30_25_d00,,,215.625,605.625,459.750,909.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,red 10 at the left,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_25#1080p30_25_d07,1080p30_25,1080p30,,,COMPARATOR_BOX,1080p30_25_d07,,,962.250,484.500,1152.750,790.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,red player at mid court,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_25#1080p30_25_d08,1080p30_25,1080p30,,,COMPARATOR_BOX,1080p30_25_d08,,,804.000,156.375,900.000,374.625,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person standing at the bench,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_25#1080p30_25_d09,1080p30_25,1080p30,,,COMPARATOR_BOX,1080p30_25_d09,,,322.500,232.125,465.000,433.875,PERSON,CERTAIN,OVERLAY_ADJUDICATION,official in dark near the left baseline,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_25#1080p30_25_d10,1080p30_25,1080p30,,,COMPARATOR_BOX,1080p30_25_d10,,,431.250,181.125,486.750,325.125,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person standing behind the baseline,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_25#1080p30_25_d12,1080p30_25,1080p30,,,COMPARATOR_BOX,1080p30_25_d12,,,1013.250,132.000,1076.250,213.375,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person standing at the bench,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_25#1080p30_25_d13,1080p30_25,1080p30,,,COMPARATOR_BOX,1080p30_25_d13,,,1097.250,411.750,1193.250,569.250,PERSON,CERTAIN,OVERLAY_ADJUDICATION,"yellow player, narrower duplicate of d04",2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_25#1080p30_25_d14,1080p30_25,1080p30,,,COMPARATOR_BOX,1080p30_25_d14,,,1690.500,261.375,1750.500,332.625,PERSON,CERTAIN,OVERLAY_ADJUDICATION,photographer at the right,2026-09-11T19:37:29Z,2026-09-11T19:47:45Z
1080p30_26#1080p30_26_r00,1080p30_26,1080p30,3eeaJz1PJTM_s90,3286,PRODUCER_ROW,1080p30_26_r00,SUBPIXEL,0,1495.0,927.0,1576.0,1035.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,right-hand team line; box shifted up off the bodies,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_26#1080p30_26_r01,1080p30_26,1080p30,3eeaJz1PJTM_s90,3286,PRODUCER_ROW,1080p30_26_r01,SUBPIXEL,0,1545.0,930.0,1623.0,1035.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,right-hand team line; near-duplicate of r00,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_26#1080p30_26_r02,1080p30_26,1080p30,3eeaJz1PJTM_s90,3286,PRODUCER_ROW,1080p30_26_r02,SUBPIXEL,0,387.0,772.0,467.0,918.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,left-hand team line; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_26#1080p30_26_d03,1080p30_26,1080p30,,,COMPARATOR_BOX,1080p30_26_d03,,,1219.500,1018.500,1276.500,1080.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,silhouette in the bottom foreground,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_26#1080p30_26_d04,1080p30_26,1080p30,,,COMPARATOR_BOX,1080p30_26_d04,,,1560.000,997.500,1608.000,1080.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in the right-hand team line,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_26#1080p30_26_d08,1080p30_26,1080p30,,,COMPARATOR_BOX,1080p30_26_d08,,,835.500,1020.000,880.500,1080.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,silhouette in the bottom foreground,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_26#1080p30_26_d10,1080p30_26,1080p30,,,COMPARATOR_BOX,1080p30_26_d10,,,517.125,741.000,570.375,865.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in the left-hand team line,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_r00,1080p30_27,1080p30,J8pMOFvFlsU_s1384,3364,PRODUCER_ROW,1080p30_27_r00,CLAMP,0,1680.0,241.0,1929.0,664.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,dark jersey player at the right; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_r01,1080p30_27,1080p30,J8pMOFvFlsU_s1384,3364,PRODUCER_ROW,1080p30_27_r01,CLAMP,0,945.0,462.0,1167.0,874.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,white 00 with the ball; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_r02,1080p30_27,1080p30,J8pMOFvFlsU_s1384,3364,PRODUCER_ROW,1080p30_27_r02,CLAMP,0,424.0,144.0,639.0,681.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,white jersey player at the left; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_r03,1080p30_27,1080p30,J8pMOFvFlsU_s1384,3364,PRODUCER_ROW,1080p30_27_r03,PREDICTION,0,563.0,220.0,795.0,682.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,dark 22; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_r04,1080p30_27,1080p30,J8pMOFvFlsU_s1384,3364,PRODUCER_ROW,1080p30_27_r04,CLAMP,0,970.0,485.0,1183.0,695.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,"white 00 again, near-duplicate box",2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_d00,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d00,,,168.750,252.188,356.250,612.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,dark jersey player at the left,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_d03,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d03,,,1582.500,158.250,1711.500,434.250,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated person at the bench,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_d05,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d05,,,988.500,12.000,1111.500,395.250,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person standing behind the bench,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_d06,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d06,,,1078.500,76.500,1189.500,345.375,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated person at the bench,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_d07,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d07,,,1494.000,146.906,1593.000,419.250,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated person at the bench,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_d08,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d08,,,1398.000,142.875,1512.000,416.250,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated person at the bench,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_d09,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d09,,,0.375,636.000,253.875,1074.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,player at the bottom left,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_d10,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d10,,,74.812,51.375,179.438,301.125,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated person at the bench,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_d11,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d11,,,1815.000,280.500,1920.000,701.250,PERSON,CERTAIN,OVERLAY_ADJUDICATION,player at the right border,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_d12,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d12,,,1293.000,126.000,1425.000,403.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated person at the bench,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_d13,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d13,,,432.000,81.469,534.000,298.875,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated person at the bench,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_d14,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d14,,,855.750,121.219,954.750,373.875,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated person at the bench,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_d15,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d15,,,242.250,55.875,365.250,342.375,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated person at the bench,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_27#1080p30_27_d16,1080p30_27,1080p30,,,COMPARATOR_BOX,1080p30_27_d16,,,438.000,294.750,783.000,722.250,PERSON,CERTAIN,OVERLAY_ADJUDICATION,wide box over two overlapping players,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_28#1080p30_28_r00,1080p30_28,1080p30,J8pMOFvFlsU_s3972,3439,PRODUCER_ROW,1080p30_28_r00,CLAMP,0,362.55054,289.36288,510.7976,609.4076,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,seated bench person; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_28#1080p30_28_r01,1080p30_28,1080p30,J8pMOFvFlsU_s3972,3439,PRODUCER_ROW,1080p30_28_r01,CLAMP,0,22.871124,471.0913,178.71436,656.0359,PERSON_OFFSET,UNCERTAIN,OVERLAY_ADJUDICATION,dark area under the basket; a seated body is inside but the extent is unreliable,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_28#1080p30_28_r02,1080p30_28,1080p30,J8pMOFvFlsU_s3972,3439,PRODUCER_ROW,1080p30_28_r02,PREDICTION,0,331.62485,258.08795,484.53787,435.60968,NO_PERSON,UNCERTAIN,OVERLAY_ADJUDICATION,dark background above the bench chairs; the nearest body starts below the box,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_28#1080p30_28_d00,1080p30_28,1080p30,,,COMPARATOR_BOX,1080p30_28_d00,,,958.500,657.000,1168.500,1080.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,white 42,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_28#1080p30_28_d01,1080p30_28,1080p30,,,COMPARATOR_BOX,1080p30_28_d01,,,143.250,740.250,416.625,1076.250,PERSON,CERTAIN,OVERLAY_ADJUDICATION,white jersey player at the bottom left,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_28#1080p30_28_d03,1080p30_28,1080p30,,,COMPARATOR_BOX,1080p30_28_d03,,,1374.000,378.000,1545.000,804.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,coach standing in white,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_28#1080p30_28_d04,1080p30_28,1080p30,,,COMPARATOR_BOX,1080p30_28_d04,,,250.500,395.250,354.750,671.250,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated bench person,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_28#1080p30_28_d06,1080p30_28,1080p30,,,COMPARATOR_BOX,1080p30_28_d06,,,396.750,423.375,516.000,654.375,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated bench person,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_29#1080p30_29_r00,1080p30_29,1080p30,J8pMOFvFlsU_s90,3783,PRODUCER_ROW,1080p30_29_r00,CLAMP,0,382.0,289.0,643.0,732.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,white jersey player at the left; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_29#1080p30_29_r01,1080p30_29,1080p30,J8pMOFvFlsU_s90,3783,PRODUCER_ROW,1080p30_29_r01,DETECTION,1,197.0,38.0,358.0,359.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,official standing at the left; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_29#1080p30_29_d00,1080p30_29,1080p30,,,COMPARATOR_BOX,1080p30_29_d00,,,1077.000,264.188,1401.000,663.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,white player and dark 3 overlapping,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_29#1080p30_29_d03,1080p30_29,1080p30,,,COMPARATOR_BOX,1080p30_29_d03,,,1033.500,265.125,1195.500,504.375,PERSON,CERTAIN,OVERLAY_ADJUDICATION,white jersey player with the ball,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_29#1080p30_29_d04,1080p30_29,1080p30,,,COMPARATOR_BOX,1080p30_29_d04,,,1572.000,117.000,1776.000,547.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,white 10 standing at the right,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_29#1080p30_29_d05,1080p30_29,1080p30,,,COMPARATOR_BOX,1080p30_29_d05,,,516.000,161.062,601.500,245.812,PERSON,CERTAIN,OVERLAY_ADJUDICATION,spectator in the stands,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_29#1080p30_29_d07,1080p30_29,1080p30,,,COMPARATOR_BOX,1080p30_29_d07,,,77.531,178.875,169.781,256.125,PERSON,CERTAIN,OVERLAY_ADJUDICATION,spectator in the stands,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_29#1080p30_29_d08,1080p30_29,1080p30,,,COMPARATOR_BOX,1080p30_29_d08,,,663.000,363.000,946.500,801.750,PERSON,CERTAIN,OVERLAY_ADJUDICATION,dark 22 and a white player overlapping,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_29#1080p30_29_d09,1080p30_29,1080p30,,,COMPARATOR_BOX,1080p30_29_d09,,,880.500,54.609,967.500,239.812,PERSON,CERTAIN,OVERLAY_ADJUDICATION,spectator in the stands,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_29#1080p30_29_d10,1080p30_29,1080p30,,,COMPARATOR_BOX,1080p30_29_d10,,,1575.000,244.125,1773.000,547.875,PERSON,CERTAIN,OVERLAY_ADJUDICATION,"white 10, narrower duplicate of d04",2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
1080p30_29#1080p30_29_d13,1080p30_29,1080p30,,,COMPARATOR_BOX,1080p30_29_d13,,,1416.750,118.875,1509.750,233.625,PERSON,CERTAIN,OVERLAY_ADJUDICATION,spectator in the stands,2026-09-11T19:37:29Z,2026-09-11T19:49:05Z
720p60_00#SILENCE,720p60_00,720p60,,,PRODUCER_SILENCE,SILENCE,,,,,,,PERSONS_PRESENT,CERTAIN,OVERLAY_ADJUDICATION,"producer emitted nothing on this evaluated tick, yet nine on-court players plus officials and sideline staff are plainly visible",2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_00#720p60_00_d03,720p60_00,720p60,,,COMPARATOR_BOX,720p60_00_d03,,,647.000,251.500,726.000,357.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,dark blue player,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_00#720p60_00_d04,720p60_00,720p60,,,COMPARATOR_BOX,720p60_00_d04,,,891.500,346.750,954.500,479.750,PERSON,CERTAIN,OVERLAY_ADJUDICATION,blue 21,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_00#720p60_00_d07,720p60_00,720p60,,,COMPARATOR_BOX,720p60_00_d07,,,909.000,186.375,952.000,296.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in a suit standing at the sideline,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_00#720p60_00_d10,720p60_00,720p60,,,COMPARATOR_BOX,720p60_00_d10,,,968.000,314.000,1061.000,438.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,white jersey player,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_01#720p60_01_r00,720p60_01,720p60,acb-jHcR5UxPGuE_s90,537,PRODUCER_ROW,720p60_01_r00,PREDICTION,0,1125.0,260.0,1203.0,415.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,official at the right; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_01#720p60_01_r01,720p60_01,720p60,acb-jHcR5UxPGuE_s90,537,PRODUCER_ROW,720p60_01_r01,PREDICTION,0,504.0,176.0,595.0,302.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,background player; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_01#720p60_01_d03,720p60_01,720p60,,,COMPARATOR_BOX,720p60_01_d03,,,271.500,540.000,327.000,658.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,official at the bottom left,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_01#720p60_01_d11,720p60_01,720p60,,,COMPARATOR_BOX,720p60_01_d11,,,224.000,365.500,274.750,461.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,white jersey player at the left,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_02#720p60_02_r00,720p60_02,720p60,3gBeJyl7Szg_s2302,751,PRODUCER_ROW,720p60_02_r00,DETECTION,1,330.0,2.0,516.0,584.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,seated player at the left; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_02#720p60_02_r01,720p60_02,720p60,3gBeJyl7Szg_s2302,751,PRODUCER_ROW,720p60_02_r01,CLAMP,0,449.4266,-5.2168884,1055.2078,632.02844,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,seated player in the centre; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_02#720p60_02_d02,720p60_02,720p60,,,COMPARATOR_BOX,720p60_02_d02,,,1019.500,7.000,1280.000,469.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated person at the right,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_02#720p60_02_d03,720p60_02,720p60,,,COMPARATOR_BOX,720p60_02_d03,,,879.000,1.000,1113.000,550.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated person behind,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_03#720p60_03_r00,720p60_03,720p60,3gBeJyl7Szg_s90,966,PRODUCER_ROW,720p60_03_r00,DETECTION,1,850.0,270.0,970.0,540.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,white 4; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_03#720p60_03_r01,720p60_03,720p60,3gBeJyl7Szg_s90,966,PRODUCER_ROW,720p60_03_r01,CLAMP,0,848.65125,270.0,966.65125,539.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,"white 4 again, near-duplicate box",2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_03#720p60_03_d08,720p60_03,720p60,,,COMPARATOR_BOX,720p60_03_d08,,,916.000,114.500,997.000,314.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,official standing at the baseline,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_03#720p60_03_d09,720p60_03,720p60,,,COMPARATOR_BOX,720p60_03_d09,,,101.625,112.000,160.375,242.750,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person on the bench row,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_03#720p60_03_d10,720p60_03,720p60,,,COMPARATOR_BOX,720p60_03_d10,,,324.500,97.062,379.500,238.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person standing behind the baseline,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_03#720p60_03_d11,720p60_03,720p60,,,COMPARATOR_BOX,720p60_03_d11,,,1170.000,241.500,1278.000,365.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person at the right sideline,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_03#720p60_03_d12,720p60_03,720p60,,,COMPARATOR_BOX,720p60_03_d12,,,190.750,109.250,244.750,234.750,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person on the bench row,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_04#720p60_04_r00,720p60_04,720p60,Kh7Fj4ogPN4_s3606,1173,PRODUCER_ROW,720p60_04_r00,PREDICTION,0,1099.0,320.0,1293.0,599.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,seated person at the right; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_04#720p60_04_r01,720p60_04,720p60,Kh7Fj4ogPN4_s3606,1173,PRODUCER_ROW,720p60_04_r01,DETECTION,1,1171.0,-13.0,1295.0,176.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,person at the top right; box shifted up and past the frame top,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_04#720p60_04_r02,720p60_04,720p60,Kh7Fj4ogPN4_s3606,1173,PRODUCER_ROW,720p60_04_r02,PREDICTION,0,1167.0,135.0,1293.0,320.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,person at the right; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_04#720p60_04_r03,720p60_04,720p60,Kh7Fj4ogPN4_s3606,1173,PRODUCER_ROW,720p60_04_r03,SUBPIXEL,0,81.0,12.0,282.0,495.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,player standing in warmup gear; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_04#720p60_04_d01,720p60_04,720p60,,,COMPARATOR_BOX,720p60_04_d01,,,905.000,523.000,1038.000,719.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in the foreground,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
720p60_04#720p60_04_d03,720p60_04,720p60,,,COMPARATOR_BOX,720p60_04_d03,,,743.000,255.500,939.000,509.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,staff member crouching over the player on the floor,2026-09-11T19:37:29Z,2026-09-11T19:50:00Z
